index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
342,PF8,128000,,,,,,90,8.939393939,313.04,24,253,,,353,,,Tol,,https://doi.org/10.1021/ma802408u,,13,709.854,0.318,2
343,PF8,128000,,,,,,90,8.939393939,311.14,24,253,,,353,,,Tol,,https://doi.org/10.1021/ma802408u,,13,750.837,0.456,2
344,PF8,128000,,,,,,90,8.939393939,296.57,24,253,,,353,,,Tol,,https://doi.org/10.1021/ma802408u,,13,792.025,0.617,2
,,,,,,,,,,,,,,,,,,,,,,13,898.241,0.811,2
416,D18-Cl,232400,83000,2.8,,,,,0.1,298,,,,180,323,,,CF,,https://doi.org/10.1021/acsapm.3c02608,,13,989.039,0.929,2
417,D18-Cl,232400,83000,2.8,,,,,0.1,298,,,,180,343,,,CB,,https://doi.org/10.1021/acsapm.3c02608,,13,1133.27,0.681,2
418,PBDT-TTz,44600,22300,2,,,,,0.1,298,,,,180,323,,,CF,,https://doi.org/10.1021/acsapm.3c02608,,13,1217.346,0.535,2
419,PBDT-TTz,44600,22300,2,,,,,0.1,298,,,,180,343,,,CB,,https://doi.org/10.1021/acsapm.3c02608,,13,1332.215,0.357,2
,,,,,,,,,,,,,,,,,,,,,,13,1599.47,0.129,2
447,PFO,105570,62100,1.7,,,,90,1,298,0.25,298,180,,353,,,DCE,,https://doi.org/10.1007/s10118-016-1851-z,,13,1906.109,0.037,2
448,PFO,105570,62100,1.7,,,,90,1,298,0.3333333333,298,180,,353,,,DCE,,https://doi.org/10.1007/s10118-016-1851-z,,13,2381.823,-0.031,2
449,PFO,105570,62100,1.7,,,,90,1,298,0.4166666667,298,180,,353,,,DCE,,https://doi.org/10.1007/s10118-016-1851-z,,,,,
450,PFO,105570,62100,1.7,,,,90,1,298,0.75,298,180,,353,,,DCE,,https://doi.org/10.1007/s10118-016-1851-z,,15,38.813,0.014,2
,,,,,,,,,,,,,,,,,,,,,,15,52.143,0.061,2
497,LP,14500,,,,,,,0.05,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,62.303,0.156,2
,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1039/D2TC00761D,,15,75.33,0.254,2
499,LP,14500,,,,,,,1,293,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,94.046,0.121,2
500,LP,14500,,,,,,,0.1,293,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,125.962,0.012,2
501,LP,14500,,,,,,,0.05,293,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,169.091,0.019,2
502,LP,14500,,,,,,,0.01,293,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,227.49,0.139,2
503,LP,14500,,,,,,,0.05,348,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,282.592,0.285,2
504,LP,14500,,,,,,,0.05,338,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,320.153,0.509,2
505,LP,14500,,,,,,,0.05,328,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,357.629,0.697,2
506,LP,14500,,,,,,,0.05,318,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,388.461,0.829,2
507,LP,14500,,,,,,,0.05,308,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,421.314,0.976,2
508,LP,14500,,,,,,,0.05,298,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,492.971,0.984,2
509,LP,14500,,,,,,,0.05,293,,,,,,,,CB,,https://doi.org/10.1039/D2TC00761D,,15,638.68,0.935,2
510,LP,14500,,,,,,,0.1,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,756.686,0.712,2
511,LP,4350,,,,,,,0.1,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,839.316,0.539,2
512,LP,14500,,,,,,,0.005,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,930.675,0.35,2
513,LP,14500,,,,,,,0.01,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,1133.773,0.182,2
514,LP,14500,,,,,,,0.05,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,1517.282,0.032,2
515,LP,14500,,,,,,,0.1,293,,,,,,,,CF,,https://doi.org/10.1039/D2TC00761D,,15,2035.783,0.014,2
,,,,,,,,,,,,,,,,,,,,,,,,,
538,DP10-PPV,463000,,,,,,90,1.48028028,298,,,720,,313,,,CF,,https://doi.org/10.1021/la803339f,,17,21.433,-0.01,2
547,DP10-PPV,463000,,,,,,90,4.447236181,356.64,,,720,,313,,,Tol,,https://doi.org/10.1021/la803339f,,17,33.653,0.069,2
548,DP10-PPV,463000,,,,,,90,4.447236181,343.32,,,720,,313,,,Tol,,https://doi.org/10.1021/la803339f,,17,51.222,0.01,2
549,DP10-PPV,463000,,,,,,90,4.447236181,329.42,,,720,,313,,,Tol,,https://doi.org/10.1021/la803339f,,17,76.76,0,2
,,,,,,,,,,,,,,,,,,,,,,17,95.44,0.089,2
629,MEH-PPV,100000,None,None,,,,90,0.1,298,,,,,,,0,THF,,https://doi.org/10.1021/acs.macromol.2c01964,,17,120.526,0.217,2
631,MEH-PPV,100000,None,None,,,,90,0.5,298,,,,,,,0,THF,,https://doi.org/10.1021/acs.macromol.2c01964,,17,129.639,0.357,2
632,MEH-PPV,100000,None,None,,,,90,1,298,,,,,,,0,THF,applied Elec Field 10 kv/cm for 60 min,https://doi.org/10.1021/acs.macromol.2c01964,,17,138.544,0.484,2
633,MEH-PPV,100000,None,None,,,,90,1,298,,,,,,,0,THF,,https://doi.org/10.1021/acs.macromol.2c01964,,17,161.979,0.76,2
634,MEH-PPV,100000,None,None,,,,90,3,298,,,,,,,0,THF,applied Elec Field,https://doi.org/10.1021/acs.macromol.2c01964,,17,201.522,0.977,2
635,MEH-PPV,100000,None,None,,,,90,3,298,,,,,,,0,THF,,https://doi.org/10.1021/acs.macromol.2c01964,,17,265.677,0.902,2
636,MEH-PPV,100000,None,None,,,,90,5,298,,,,,,,0,THF,applied Elec Field,https://doi.org/10.1021/acs.macromol.2c01964,,17,319.996,0.646,2
637,MEH-PPV,100000,None,None,,,,90,5,298,,,,,,,0,THF,,https://doi.org/10.1021/acs.macromol.2c01964,,17,355.886,0.441,2
,,,,,,,,,,,,,,,,,,,,,,17,395.8,0.226,2
642,polyDTVI,5314,2092,2.54,,,,,0.16,None,,,,,,,,THF,,https://doi.org/10.1039/C3RA00029J,,17,438.422,0.049,2
,,,,,,,,,,,,,,,,,,,,,,17,677.768,0.01,2
738,PffBT4T-C9C13,102740,46700,2.2,,,,90,0.1,298,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,17,1047.78,0,2
739,PffBT4T-C9C13,102740,46700,2.2,,,,90,0.1,313,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,,,,
740,PffBT4T-C9C13,102740,46700,2.2,,,,90,0.1,323,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,29,25.84,0.037,3
741,PffBT4T-C8C12,100130,52700,1.9,,,,90,0.1,298,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,29,55.394,0.096,3
742,PffBT4T-C8C12,100130,52700,1.9,,,,90,0.1,313,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,29,76.042,0.169,3
743,PffBT4T-C8C12,100130,52700,1.9,,,,90,0.1,323,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,29,117.678,0.031,3
744,PffBT4T-C8C12,100130,52700,1.9,,,,90,0.1,333,,,,,,298,24,oDCB,,https://doi.org/10.1021/acsapm.1c01511,,29,250.856,0.013,3
,,,,,,,,,,,,,,,,,,,,,,29,315.476,0.134,3
802,P3DDT,24000,13872.83237,1.73,,,,,5,298,,,,,,,,,,https://doi.org/10.1021/jp402039g,,29,459.196,0.269,3
803,PQT12,17200,12647.05882,1.36,,,,,5,298,,,,,,,,,,https://doi.org/10.1021/jp402039g,,29,632.293,0.145,3
,,,,,,,,,,,,,,,,,,,,,,29,1137.261,0.025,3
814,PQT-12,21000,,,,,,,0.1,333,,,,,,,,,,https://doi.org/10.1039/C3RA40719E,,29,2423.222,0.015,3
,,,,,,,,,,,,,,,,,,Tol,,https://doi.org/10.1021/acs.jpcc.7b06330,,29,5165.159,0.015,3
815,P6DPF,62113,34700,1.79,,,,,0.5,298,,,,,,,,Tol,,https://doi.org/10.1021/acs.jpcc.7b06330,,29,8675.829,0.352,3
817,P8DPF,103806,65700,1.58,,,,,0.5,298,,,,,,,,,,,,29,9340.688,0.596,3
,,,,,,,,,,,,,,,,,,,,,,29,13769.583,0.905,3
reextract!,,,,,,,,,,,,,,,,,,,,,,29,19355.161,0.563,3
8,,,,,,,,,,,,,,,,,,,,,,29,20869.129,0.258,3
27,,,,,,,,,,,,,,,,,,,,,,,,,3
28,,,,,,,,,,,,,,,,,,,,,,30,10.287,0.056,3
32,,,,,,,,,,,,,,,,,,,,,,30,20.38,0.12,3
70,,,,,,,,,,,,,,,,,,,,,,30,40.756,0.114,3
83,,,,,,,,,,,,,,,,,,,,,,30,82.278,0.038,3
84,,,,,,,,,,,,,,,,,,,,,,30,167.667,0.08,3
88,,,,,,,,,,,,,,,,,,,,,,30,206.593,0.227,3
136,,,,,,,,,,,,,,,,,,,,,,30,210.733,0.329,3
137,,,,,,,,,,,,,,,,,,,,,,30,272.627,0.4,3
144,,,,,,,,,,,,,,,,,,,,,,30,314.016,0.341,3
146,,,,,,,,,,,,,,,,,,,,,,30,389.68,0.223,3
153,,,,,,,,,,,,,,,,,,,,,,30,525.788,0.033,3
537,,,,,,,,,,,,,,,,,,,,,,30,1089.44,0.016,3
540,,,,,,,,,,,,,,,,,,,,,,30,2039.615,0.033,3
542,,,,,,,,,,,,,,,,,,,,,,30,2042.064,0.314,3
623,,,,,,,,,,,,,,,,,,,,,,30,2561.243,0.617,3
624,,,,,,,,,,,,,,,,,,,,,,30,3434.329,0.92,3
625,,,,,,,,,,,,,,,,,,,,,,30,4210.591,0.643,3
626,,,,,,,,,,,,,,,,,,,,,,30,4681.989,0.33,3
627,,,,,,,,,,,,,,,,,,,,,,30,6567.497,0.074,3
628,,,,,,,,,,,,,,,,,,,,,,,,,3
641,,,,,,,,,,,,,,,,,,,,,,31,16.923,0.042,3
643,,,,,,,,,,,,,,,,,,,,,,31,24.555,0.112,3
644,,,,,,,,,,,,,,,,,,,,,,31,34.543,0.037,3
645,,,,,,,,,,,,,,,,,,,,,,31,70.666,0.01,3
647,,,,,,,,,,,,,,,,,,,,,,31,143.879,0.028,3
805,,,,,,,,,,,,,,,,,,,,,,31,185.311,0.175,3
807,,,,,,,,,,,,,,,,,,,,,,31,287.654,0.224,3
823,,,,,,,,,,,,,,,,,,,,,,31,382.906,0.136,3
824,,,,,,,,,,,,,,,,,,,,,,31,599.691,0.014,3
825,,,,,,,,,,,,,,,,,,,,,,31,1227.955,0.013,3
827,,,,,,,,,,,,,,,,,,,,,,31,1874.415,0.066,3
,,,,,,,,,,,,,,,,,,,,,,31,2032.603,0.278,3
543,,,,,,,,,,,,,,,,,,,,,,31,2272.258,0.53,3
544,,,,,,,,,,,,,,,,,,,,,,31,3012.454,0.795,3
545,,,,,,,,,,,,,,,,,,,,,,31,3257.064,0.705,3
546,,,,,,,,,,,,,,,,,,,,,,31,4550.315,0.462,3
550,,,,,,,,,,,,,,,,,,,,,,31,5539.561,0.22,3
551,,,,,,,,,,,,,,,,,,,,,,31,6099.951,0.042,3
552,,,,,,,,,,,,,,,,,,,,,,31,8625.955,0,3
553,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,63,3.43,0.016,4
59,,,,,,,,,,,,,,,,,,,,,,63,4.918,0.016,4
60,,,,,,,,,,,,,,,,,,,,,,63,7.051,0.015,4
61,,,,,,,,,,,,,,,,,,,,,,63,10.108,0.016,4
62,,,,,,,,,,,,,,,,,,,,,,63,14.492,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,21.351,0.033,4
,,,,,,,,,,,,,,,,,,,,,,63,25.23,0.066,4
,,,,,,,,,,,,,,,,,,,,,,63,26.48,0.235,4
,,,,,,,,,,,,,,,,,,,,,,63,26.885,0.464,4
,,,,,,,,,,,,,,,,,,,,,,63,29.974,0.724,4
,,,,,,,,,,,,,,,,,,,,,,63,31.789,0.886,4
,,,,,,,,,,,,,,,,,,,,,,63,38.787,0.683,4
,,,,,,,,,,,,,,,,,,,,,,63,41.135,0.474,4
,,,,,,,,,,,,,,,,,,,,,,63,43.78,0.276,4
,,,,,,,,,,,,,,,,,,,,,,63,52.573,0.023,4
,,,,,,,,,,,,,,,,,,,,,,63,77,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,110.393,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,158.268,0.015,4
,,,,,,,,,,,,,,,,,,,,,,63,226.9,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,325.303,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,466.395,0.015,4
,,,,,,,,,,,,,,,,,,,,,,63,668.663,0.015,4
,,,,,,,,,,,,,,,,,,,,,,63,958.61,0.015,4
,,,,,,,,,,,,,,,,,,,,,,63,1374.304,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,1970.328,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,2824.804,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,4097.279,0.068,4
,,,,,,,,,,,,,,,,,,,,,,63,4901.682,0.239,4
,,,,,,,,,,,,,,,,,,,,,,63,6091.49,0.396,4
,,,,,,,,,,,,,,,,,,,,,,63,8623.346,0.315,4
,,,,,,,,,,,,,,,,,,,,,,63,10780.813,0.089,4
,,,,,,,,,,,,,,,,,,,,,,63,15508.485,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,22234.534,0.015,4
,,,,,,,,,,,,,,,,,,,,,,63,31875.952,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,45699.664,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,65518.185,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,93929.264,0.017,4
,,,,,,,,,,,,,,,,,,,,,,63,134665.588,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,193066.296,0.016,4
,,,,,,,,,,,,,,,,,,,,,,63,276786.272,0.017,4
,,,,,,,,,,,,,,,,,,,,,,63,371665.556,0.017,4
,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,64,21.028,0.023,4
,,,,,,,,,,,,,,,,,,,,,,64,36.875,0.024,4
,,,,,,,,,,,,,,,,,,,,,,64,42.328,0.276,4
,,,,,,,,,,,,,,,,,,,,,,64,46.862,0.543,4
,,,,,,,,,,,,,,,,,,,,,,64,53.621,0.848,4
,,,,,,,,,,,,,,,,,,,,,,64,57.285,0.66,4
,,,,,,,,,,,,,,,,,,,,,,64,62.255,0.396,4
,,,,,,,,,,,,,,,,,,,,,,64,65.532,0.167,4
,,,,,,,,,,,,,,,,,,,,,,64,74.127,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,64,106.282,0,4
,,,,,,,,,,,,,,,,,,,,,,64,152.365,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,218.439,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,313.177,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,448.999,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,643.672,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,64,922.88,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,1323.055,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,64,1896.893,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,2719.724,0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,3898.768,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,64,5589.969,0,4
,,,,,,,,,,,,,,,,,,,,,,64,8013.866,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,11497.725,0.015,4
,,,,,,,,,,,,,,,,,,,,,,64,13991.713,0.011,4
,,,,,,,,,,,,,,,,,,,,,,64,14336.552,0.224,4
,,,,,,,,,,,,,,,,,,,,,,64,17356.307,0.424,4
,,,,,,,,,,,,,,,,,,,,,,64,24043.205,0.389,4
,,,,,,,,,,,,,,,,,,,,,,64,28617.524,0.178,4
,,,,,,,,,,,,,,,,,,,,,,64,35955.24,0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,51824.684,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,74298.575,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,106525.484,0,4
,,,,,,,,,,,,,,,,,,,,,,64,152690.14,-0.005,4
,,,,,,,,,,,,,,,,,,,,,,64,218913.008,-0.004,4
,,,,,,,,,,,,,,,,,,,,,,64,313874.307,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,64,449946.107,-0.005,4
,,,,,,,,,,,,,,,,,,,,,,64,645186.848,-0.001,4
,,,,,,,,,,,,,,,,,,,,,,64,811356.199,-0.002,4
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,69,20.686,-0.041,5
,,,,,,,,,,,,,,,,,,,,,,69,30.717,-0.044,5
,,,,,,,,,,,,,,,,,,,,,,69,35.474,0.148,5
,,,,,,,,,,,,,,,,,,,,,,69,39.119,0.352,5
,,,,,,,,,,,,,,,,,,,,,,69,51.223,0.613,5
,,,,,,,,,,,,,,,,,,,,,,69,52.176,0.735,5
,,,,,,,,,,,,,,,,,,,,,,69,67.768,0.978,5
,,,,,,,,,,,,,,,,,,,,,,69,70.767,0.749,5
,,,,,,,,,,,,,,,,,,,,,,69,82.727,0.553,5
,,,,,,,,,,,,,,,,,,,,,,69,90.522,0.425,5
,,,,,,,,,,,,,,,,,,,,,,69,97.359,0.276,5
,,,,,,,,,,,,,,,,,,,,,,69,113.306,0.077,5
,,,,,,,,,,,,,,,,,,,,,,69,159.588,-0.084,5
,,,,,,,,,,,,,,,,,,,,,,69,351.1,-0.046,5
,,,,,,,,,,,,,,,,,,,,,,69,699.326,-0.091,5
,,,,,,,,,,,,,,,,,,,,,,69,1275.075,-0.066,5
,,,,,,,,,,,,,,,,,,,,,,69,2372.867,-0.083,5
,,,,,,,,,,,,,,,,,,,,,,69,4917.829,-0.078,5
,,,,,,,,,,,,,,,,,,,,,,69,9401.016,-0.083,5
,,,,,,,,,,,,,,,,,,,,,,69,12678.526,-0.09,5
,,,,,,,,,,,,,,,,,,,,,,69,14620.486,0.037,5
,,,,,,,,,,,,,,,,,,,,,,69,17301.083,0.148,5
,,,,,,,,,,,,,,,,,,,,,,69,20349.739,0.254,5
,,,,,,,,,,,,,,,,,,,,,,69,26900.186,0.252,5
,,,,,,,,,,,,,,,,,,,,,,69,32308.135,0.141,5
,,,,,,,,,,,,,,,,,,,,,,69,40701.242,0.057,5
,,,,,,,,,,,,,,,,,,,,,,69,51235.245,-0.046,5
,,,,,,,,,,,,,,,,,,,,,,69,72560.911,-0.086,5
,,,,,,,,,,,,,,,,,,,,,,69,123457.992,-0.086,5
,,,,,,,,,,,,,,,,,,,,,,69,196929.081,-0.097,5
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,76,5.175,-0.024,6
,,,,,,,,,,,,,,,,,,,,,,76,10.449,-0.018,6
,,,,,,,,,,,,,,,,,,,,,,76,17.293,0,6
,,,,,,,,,,,,,,,,,,,,,,76,20.842,0.051,6
,,,,,,,,,,,,,,,,,,,,,,76,25.224,0.098,6
,,,,,,,,,,,,,,,,,,,,,,76,26.992,0.244,6
,,,,,,,,,,,,,,,,,,,,,,76,30.872,0.585,6
,,,,,,,,,,,,,,,,,,,,,,76,36.169,0.915,6
,,,,,,,,,,,,,,,,,,,,,,76,53.171,0.683,6
,,,,,,,,,,,,,,,,,,,,,,76,64.739,0.39,6
,,,,,,,,,,,,,,,,,,,,,,76,75.299,0.024,6
,,,,,,,,,,,,,,,,,,,,,,76,115.507,0,6
,,,,,,,,,,,,,,,,,,,,,,76,172.281,-0.024,6
,,,,,,,,,,,,,,,,,,,,,,76,350.841,-0.02,6
,,,,,,,,,,,,,,,,,,,,,,76,699.154,-0.004,6
,,,,,,,,,,,,,,,,,,,,,,76,1050.14,0.012,6
,,,,,,,,,,,,,,,,,,,,,,76,1565.973,0.16,6
,,,,,,,,,,,,,,,,,,,,,,76,3293.252,0.128,6
,,,,,,,,,,,,,,,,,,,,,,76,6540.928,-0.015,6
,,,,,,,,,,,,,,,,,,,,,,76,12788.034,-0.018,6
,,,,,,,,,,,,,,,,,,,,,,76,24879.591,-0.025,6
,,,,,,,,,,,,,,,,,,,,,,76,45238.64,-0.017,6
,,,,,,,,,,,,,,,,,,,,,,76,96992.428,-0.022,6
,,,,,,,,,,,,,,,,,,,,,,76,174714.298,0.003,6
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,85,4.283,-0.024,7
,,,,,,,,,,,,,,,,,,,,,,85,6.105,-0.026,7
,,,,,,,,,,,,,,,,,,,,,,85,8.701,-0.028,7
,,,,,,,,,,,,,,,,,,,,,,85,12.628,-0.007,7
,,,,,,,,,,,,,,,,,,,,,,85,13.534,0.332,7
,,,,,,,,,,,,,,,,,,,,,,85,15.429,0.647,7
,,,,,,,,,,,,,,,,,,,,,,85,15.95,0.833,7
,,,,,,,,,,,,,,,,,,,,,,85,19.166,0.544,7
,,,,,,,,,,,,,,,,,,,,,,85,19.564,0.268,7
,,,,,,,,,,,,,,,,,,,,,,85,23.427,-0.014,7
,,,,,,,,,,,,,,,,,,,,,,85,32.595,-0.033,7
,,,,,,,,,,,,,,,,,,,,,,85,46.463,-0.037,7
,,,,,,,,,,,,,,,,,,,,,,85,66.219,-0.038,7
,,,,,,,,,,,,,,,,,,,,,,85,94.385,-0.041,7
,,,,,,,,,,,,,,,,,,,,,,85,134.525,-0.043,7
,,,,,,,,,,,,,,,,,,,,,,85,191.735,-0.045,7
,,,,,,,,,,,,,,,,,,,,,,85,273.275,-0.047,7
,,,,,,,,,,,,,,,,,,,,,,85,389.493,-0.048,7
,,,,,,,,,,,,,,,,,,,,,,85,555.135,-0.05,7
,,,,,,,,,,,,,,,,,,,,,,85,791.22,-0.052,7
,,,,,,,,,,,,,,,,,,,,,,85,1127.646,-0.053,7
,,,,,,,,,,,,,,,,,,,,,,85,1624.917,-0.029,7
,,,,,,,,,,,,,,,,,,,,,,85,2264.203,0.154,7
,,,,,,,,,,,,,,,,,,,,,,85,2629.82,0.118,7
,,,,,,,,,,,,,,,,,,,,,,85,3250.235,0.023,7
,,,,,,,,,,,,,,,,,,,,,,85,4653.646,-0.062,7
,,,,,,,,,,,,,,,,,,,,,,85,6626.543,-0.047,7
,,,,,,,,,,,,,,,,,,,,,,85,9351.251,0.131,7
,,,,,,,,,,,,,,,,,,,,,,85,10992.901,0.235,7
,,,,,,,,,,,,,,,,,,,,,,85,13195.581,0.31,7
,,,,,,,,,,,,,,,,,,,,,,85,15483.066,0.371,7
,,,,,,,,,,,,,,,,,,,,,,85,18756.817,0.357,7
,,,,,,,,,,,,,,,,,,,,,,85,22877.461,0.306,7
,,,,,,,,,,,,,,,,,,,,,,85,26880.856,0.255,7
,,,,,,,,,,,,,,,,,,,,,,85,32140.462,0.154,7
,,,,,,,,,,,,,,,,,,,,,,85,38722.979,0.061,7
,,,,,,,,,,,,,,,,,,,,,,85,45278.994,-0.048,7
,,,,,,,,,,,,,,,,,,,,,,85,55589.403,-0.071,7
,,,,,,,,,,,,,,,,,,,,,,85,76730.244,-0.076,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,86,5.353,-0.037,7
,,,,,,,,,,,,,,,,,,,,,,86,7.639,-0.012,7
,,,,,,,,,,,,,,,,,,,,,,86,11.297,-0.042,7
,,,,,,,,,,,,,,,,,,,,,,86,15.641,0.004,7
,,,,,,,,,,,,,,,,,,,,,,86,19.195,0.197,7
,,,,,,,,,,,,,,,,,,,,,,86,21.345,0.515,7
,,,,,,,,,,,,,,,,,,,,,,86,28.052,0.797,7
,,,,,,,,,,,,,,,,,,,,,,86,34.914,0.678,7
,,,,,,,,,,,,,,,,,,,,,,86,36.422,0.394,7
,,,,,,,,,,,,,,,,,,,,,,86,40.748,0.05,7
,,,,,,,,,,,,,,,,,,,,,,86,57.543,-0.042,7
,,,,,,,,,,,,,,,,,,,,,,86,78.275,-0.059,7
,,,,,,,,,,,,,,,,,,,,,,86,116.031,-0.085,7
,,,,,,,,,,,,,,,,,,,,,,86,175.415,-0.051,7
,,,,,,,,,,,,,,,,,,,,,,86,240.886,-0.05,7
,,,,,,,,,,,,,,,,,,,,,,86,363.375,-0.058,7
,,,,,,,,,,,,,,,,,,,,,,86,501.624,-0.051,7
,,,,,,,,,,,,,,,,,,,,,,86,734.986,-0.067,7
,,,,,,,,,,,,,,,,,,,,,,86,1051.39,-0.064,7
,,,,,,,,,,,,,,,,,,,,,,86,1478.478,-0.047,7
,,,,,,,,,,,,,,,,,,,,,,86,2162.984,-0.064,7
,,,,,,,,,,,,,,,,,,,,,,86,2987.57,-0.074,7
,,,,,,,,,,,,,,,,,,,,,,86,3991.269,-0.051,7
,,,,,,,,,,,,,,,,,,,,,,86,4819.015,0.262,7
,,,,,,,,,,,,,,,,,,,,,,86,5872.322,0.412,7
,,,,,,,,,,,,,,,,,,,,,,86,7304.189,0.453,7
,,,,,,,,,,,,,,,,,,,,,,86,9748.201,0.412,7
,,,,,,,,,,,,,,,,,,,,,,86,14676.079,0.304,7
,,,,,,,,,,,,,,,,,,,,,,86,20026.988,0.231,7
,,,,,,,,,,,,,,,,,,,,,,86,29169.37,0.159,7
,,,,,,,,,,,,,,,,,,,,,,86,41642.98,0.074,7
,,,,,,,,,,,,,,,,,,,,,,86,59256.63,0.046,7
,,,,,,,,,,,,,,,,,,,,,,86,89145.799,-0.023,7
,,,,,,,,,,,,,,,,,,,,,,86,125710.796,-0.039,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,87,2.663,0.035,7
,,,,,,,,,,,,,,,,,,,,,,87,3.876,0.04,7
,,,,,,,,,,,,,,,,,,,,,,87,5.514,0.044,7
,,,,,,,,,,,,,,,,,,,,,,87,7.669,0.036,7
,,,,,,,,,,,,,,,,,,,,,,87,10.543,0.128,7
,,,,,,,,,,,,,,,,,,,,,,87,11.416,0.295,7
,,,,,,,,,,,,,,,,,,,,,,87,13.085,0.491,7
,,,,,,,,,,,,,,,,,,,,,,87,14.525,0.269,7
,,,,,,,,,,,,,,,,,,,,,,87,17.936,0.031,7
,,,,,,,,,,,,,,,,,,,,,,87,25.562,0.031,7
,,,,,,,,,,,,,,,,,,,,,,87,37.655,0.014,7
,,,,,,,,,,,,,,,,,,,,,,87,55.364,0.033,7
,,,,,,,,,,,,,,,,,,,,,,87,78.459,0.017,7
,,,,,,,,,,,,,,,,,,,,,,87,116.915,0.026,7
,,,,,,,,,,,,,,,,,,,,,,87,165.592,0.021,7
,,,,,,,,,,,,,,,,,,,,,,87,234.4,0.014,7
